link,date,content
http://twitter.com/kvgusakov/statuses/319084416595013632,2013-04-02,"@nastachku ребят, а что входит в стоимость афтерпати? Только входной билет?"
http://vk.com/wall-36051360_172,2013-04-02,Руслан Фазлыев (Ecwid)<br><br>Секция: Электронная коммерция<br><br>Доклад: Как ... показать полный текст
http://twitter.com/nastachku/statuses/319054257968005121,2013-04-02,Григорий Коченов@grishakochenov (AGIMA)@Agima_ru Доклад: Адаптивные онлайн-СМИ: самоубийство или прорыв? Скоро узнаем #nastachku #ulsk
http://twitter.com/nastachku/statuses/318981299064950784,2013-04-02,"Илья Шаповалов (zoon.ru)Доклад:Производительный специализированный поиск: архитектура,область применимости. #nastachku #ulsk"
http://twitter.com/nastachku/statuses/318981012686245888,2013-04-02,"Илья Шаповалов (Zoon.ru)Доклад:Производительный специализированный поиск: архитектура,область применимости.nastachku.ru #nastachku"
http://twitter.com/torodea/statuses/318980529498234880,2013-04-02,А вот и мой доклад появился #nastachku для голосования.) nastachku.ru/user_lectures
http://twitter.com/khaliullov/statuses/318974484977709058,2013-04-02,все #nastachku! vk.cc/DWKOs
http://twitter.com/kostya_sokolov/statuses/318974134522630144,2013-04-02,"Добавил первый доклад #nastachku про вебшрифты. Как украсть, арендовать, купить. И как сделать свой шрифт с иконками. nastachku.ru/user_lectures"
http://twitter.com/nastachku/statuses/318970519774969857,2013-04-02,"2000 участников-и эту отметку уже оставили позади! Бегом на регистрацию, если не хочешь остаться за бортом nastachku.ru/users/new #nastachku"
http://twitter.com/kostya_sokolov/statuses/318965430662348800,2013-04-02,@nastachku подскажите как добавить два доклада?
http://vk.com/wall-36051360_169,2013-04-02,"2000 участников - и эту отметку уже оставили позади! <br>А это значит, что мест ... показать полный текст  nastachku #ulsk"
http://twitter.com/buxler/statuses/318948288365748224,2013-04-02,"Количество #nastachku перевалило 2000 участников,2013 сейчас,прям символично. Всем регистрироваться, места ограничены nastachku.ru"
http://twitter.com/Jay7t/statuses/318795012617940994,2013-04-01,#nastachku перевалила за 2000 человек! Сейчас там 2002 зарегистрировавшихся!
http://twitter.com/sharov/statuses/318756040806129664,2013-04-01,Интересные новости про #nastachku #ulsk просочились. Возможно будет отменена. Подробности позже.
http://twitter.com/ArtKirillov/statuses/318744046833115137,2013-04-01,"12 апреля кто куда, а я на СТАЧКУ - 2013! nastachku.ru #nastachku с помощью @nastachku"
http://twitter.com/kelvich/statuses/318730645465620481,2013-04-01,Подготовка к #nastachku pic.twitter.com/hU3SD2UaPk
http://twitter.com/nastachku/statuses/318704090513305601,2013-04-01,"Алексей Палажченко(#Express42)Доклад:Go в бою, где ""я расскажу про наше использование Go в production"" nastachku.ru #nastachku"
http://twitter.com/nastachku/statuses/318663761881874432,2013-04-01,Михаил Бланк@mishablank (#Далее)@dalee_agency Доклад:Digital-стратегия для бренда:виды и примеры.Уже скоро nastachku.ru #nastachku
http://twitter.com/nastachku/statuses/318629234555899904,2013-04-01,Алексей Лебедев (#Mamba) Доклад: Анализ и статистика почтовых рассылок. nastachku.ru #nastachku #ulsk
http://twitter.com/nastachku/statuses/318620572672196608,2013-04-01,#ufacity #ekb #kazan #samara #jaroslavl #rostov #chelly #izhevsk #penza #kirov Есть #it -шники?!Приезжайте nastachku.ru #nastachku
http://twitter.com/buxler/statuses/318605422107975680,2013-04-01,@vitalijahmerov @TurkovskayaOlga @Ezhoff может и #nastachku останется :)
http://twitter.com/Wolf_Musing/statuses/318600274988122113,2013-04-01,"@buxler тю! Всё, не иду #nastachku!"
http://twitter.com/buxler/statuses/318599828504453120,2013-04-01,"@Wolf_Musing Билл Гейтс присылает #nastachku зама, сам не может."
http://twitter.com/Wolf_Musing/statuses/318595352850726912,2013-04-01,@buxler стоп! Билла Гейтса же обещали! #nastachku
http://twitter.com/TurkovskayaOlga/statuses/318594273383690241,2013-04-01,"#ulsk #uln “@buxler: Ходят слухи, что #nastachku приглашен Марк Цукерберг, кто-нить слышал такое?”"
http://twitter.com/buxler/statuses/318593943640080384,2013-04-01,"Ходят слухи, что #nastachku приглашен Марк Цукерберг, кто-нить слышал такое?"
http://twitter.com/GEN_DIR/statuses/318460945963835392,2013-04-01,"#nastachku почти 2000 участников, последние 33% (в этом году это 1000) как показывает опыт 2012, регистрируются за пару дней:) ТОРОПИТЕСЬ!"
http://twitter.com/Jay7t/statuses/318409922628947968,2013-03-31,"Из Новоульяновска на #nastachku зарегистрировался всего один человек. Как-то мало для Новоульяновска, по-моему :)"
http://twitter.com/GBShendrik/statuses/318313970853367808,2013-03-31,"Дружным коллективом @PST_Media едем на стачку в Ульяновск, уже под 2 тысячи участников! Событие обещает быть интересным, nastachku.ru"
http://twitter.com/8xx8ru/statuses/318018251311423488,2013-03-30,@newrelic  прислали футболку. Пойду в ней @nastachku
http://juick.com/netneladno/2291340,2013-03-30,"netneladno:показать полный текст2 комментария  мужыки, едет кто nastachku.ru ?"
http://twitter.com/nastachku/statuses/317724025109499904,2013-03-29,"А вот и Дюк, который ждет нас 12 апреля ;) Вэлкам gorodv3d.ru/club/duk.html #nastachku #ulsk"
http://twitter.com/d1ffuz0r/statuses/317703041014968320,2013-03-29,"nastachku.ru 2 hours to #Ulsk from #Saransk, good. I'll be there. Who is going too?"
http://twitter.com/IlyaCS/statuses/317670851904434176,2013-03-29,Afterparty на #agiledays сейчас буду всех агитировать на #nastachku.
http://twitter.com/Jay7t/statuses/317665564233445377,2013-03-29,"Тем, кто едет на #nastachku из-за Урала, возможно, будет полезно. 2 апреля запускается авиарейс Уфа <-> #ulsk media73.ru/2013/2-aprelya..."
http://twitter.com/nastachku/statuses/317645213415903233,2013-03-29,"Хорошая новость!!Билеты на пати стало купить проще.Теперь можно оплачивать не только картой, но и еще кучей способов) nastachku.ru/account/afterp..."
http://twitter.com/elena_shiryaeva/statuses/317614343795646464,2013-03-29,"@vdv73rus ты не поверишь...))) но мне-то можно, у нас же тут не #nastachku и не 1500 слушателей)"
http://vk.com/wall-21225627_640,2013-03-29,"Уже почти 1 апреля, но нам не до смеха. Вот-вот стартует самое крутецкое ... показать полный текст  nastachku #ulsk"
http://twitter.com/andrebrov/statuses/317582853565206528,2013-03-29,"попал на главную хабра habrahabr.ru/company/advant... с анонсом конференции #nastachku, а пока что проводим #agiledays"
http://twitter.com/nastachku/statuses/317578281245360128,2013-03-29,Сергей Мелихов (Greensight)@greensight_ru Доклад:Как повысить эффективность студии на 53% процента. Все секреты раскроем в апреле #nastachku
http://twitter.com/letalumil/statuses/317571147908673536,2013-03-29,"Ого, @XaocCPS едет #nastachku !"
http://vk.com/wall-38949947_15,2013-03-29,12-13 апреля на Стачку! в Ульяновск<br><br>Добрый день!<br><br>Приглашаем ... показать полный текст
http://juick.com/lionet/2290442,2013-03-29,lionet:показать полный текст  Про наждачку: lionet.livejournal.com (nastachku.ru)
http://twitter.com/fprogblogs/statuses/317554561575448576,2013-03-29,lionet пишет: Nastachku.ru bit.ly/14AuWLr
http://vk.com/wall-34306419_24957,2013-03-29,nastachku #показать полный текст  nastachku
